,Unnamed: 0,category,message
3476,2938.0,Larceny/Theft,That guy bmw
3477,2939.0,Larceny/Theft,That guy mercedes
3478,2940.0,Larceny/Theft,That guy truck
3479,2941.0,Larceny/Theft,That guy lock
3480,2942.0,Larceny/Theft,That guy broke lock
3481,2943.0,Larceny/Theft,That guy opened door
3482,2944.0,Larceny/Theft,That guy Somebody broke into my house
3483,2945.0,Larceny/Theft,That guy break intostole something in my apartment
3484,2946.0,Larceny/Theft,That guy stole something
3485,2947.0,Larceny/Theft,That guy stole something in my condo
3486,2948.0,Larceny/Theft,That guy broke into my apartment
3487,2949.0,Larceny/Theft,That guy broke into my condo
3488,2950.0,Larceny/Theft,That guy breaking into that house
3489,2951.0,Larceny/Theft,That guy breaking into that condo
3490,2952.0,Larceny/Theft,That guy breaking into that apartment
3491,2953.0,Larceny/Theft,That guy house
3492,2954.0,Larceny/Theft,That guy apartment
3493,2955.0,Larceny/Theft,That guy condo
3494,2956.0,Larceny/Theft,That guy stole purse
3495,2957.0,Larceny/Theft,That guy stole money
3496,2958.0,Larceny/Theft,That guy took phone
3497,2959.0,Larceny/Theft,That guy ran off after taking something
3498,2960.0,Larceny/Theft,That guy stole belongings
3499,2961.0,Larceny/Theft,That guy robbed me
3500,2962.0,Larceny/Theft,That guy laptop stolen
3501,2963.0,Larceny/Theft,That guy computer stolen
3502,2964.0,Larceny/Theft,That guy took from locked car
3503,2965.0,Larceny/Theft,That guy took credit card
3504,2966.0,Larceny/Theft,That guy stole wallet
3505,2967.0,Larceny/Theft,That guy shoplifting
3506,2968.0,Larceny/Theft,That guy shop lifted
3507,2969.0,Larceny/Theft,That guy took from store
3508,2970.0,Larceny/Theft,That guy stole from mall
3509,2971.0,Larceny/Theft,That guy lost it
3510,2972.0,Larceny/Theft,That guy stolen bike
3511,2973.0,Larceny/Theft,That guy stolen motercycke
3512,2974.0,Larceny/Theft,That guy burglar
3513,2975.0,Larceny/Theft,That guy robbery
3514,2976.0,Larceny/Theft,That guy robbed
3515,2977.0,Larceny/Theft,That guy robbing
3516,2978.0,Larceny/Theft,That guy robbed me with gun
3517,2979.0,Larceny/Theft,That guy robbed me with knife
3518,2980.0,Larceny/Theft,That guy pickpocket
3519,2981.0,Larceny/Theft,My neighbour stole my bike
3520,2982.0,Larceny/Theft,My neighbour stole a bike
3521,2983.0,Larceny/Theft,My neighbour bike is gone
3522,2984.0,Larceny/Theft,My neighbour took bike
3523,2985.0,Larceny/Theft,My neighbour bike
3524,2986.0,Larceny/Theft,My neighbour bike lock
3525,2987.0,Larceny/Theft,My neighbour stealing
3526,2988.0,Larceny/Theft,My neighbour stole
3527,2989.0,Larceny/Theft,My neighbour broke
3528,2990.0,Larceny/Theft,My neighbour theft
3529,2991.0,Larceny/Theft,My neighbour thief
3530,2992.0,Larceny/Theft,My neighbour steal
3531,2993.0,Larceny/Theft,My neighbour took it
3532,2994.0,Larceny/Theft,My neighbour car stolen
3533,2995.0,Larceny/Theft,My neighbour car was hijacked
3534,2996.0,Larceny/Theft,My neighbour alarm in a car is going off
3535,2997.0,Larceny/Theft,My neighbour car is gone
3536,2998.0,Larceny/Theft,My neighbour stole car
3537,2999.0,Larceny/Theft,My neighbour took car
3538,3000.0,Larceny/Theft,My neighbour car
3539,3001.0,Larceny/Theft,My neighbour van
3540,3002.0,Larceny/Theft,My neighbour suv
3541,3003.0,Larceny/Theft,My neighbour tesla
3542,3004.0,Larceny/Theft,My neighbour toyota
3543,3005.0,Larceny/Theft,My neighbour honda
3544,3006.0,Larceny/Theft,My neighbour bmw
3545,3007.0,Larceny/Theft,My neighbour mercedes
3546,3008.0,Larceny/Theft,My neighbour truck
3547,3009.0,Larceny/Theft,My neighbour lock
3548,3010.0,Larceny/Theft,My neighbour broke lock
3549,3011.0,Larceny/Theft,My neighbour opened door
3550,3012.0,Larceny/Theft,My neighbour Somebody broke into my house
3551,3013.0,Larceny/Theft,My neighbour break intostole something in my apartment
3552,3014.0,Larceny/Theft,My neighbour stole something
3553,3015.0,Larceny/Theft,My neighbour stole something in my condo
3554,3016.0,Larceny/Theft,My neighbour broke into my apartment
3555,3017.0,Larceny/Theft,My neighbour broke into my condo
3556,3018.0,Larceny/Theft,My neighbour breaking into that house
3557,3019.0,Larceny/Theft,My neighbour breaking into that condo
3558,3020.0,Larceny/Theft,My neighbour breaking into that apartment
3559,3021.0,Larceny/Theft,My neighbour house
3560,3022.0,Larceny/Theft,My neighbour apartment
3561,3023.0,Larceny/Theft,My neighbour condo
3562,3024.0,Larceny/Theft,My neighbour stole purse
3563,3025.0,Larceny/Theft,My neighbour stole money
3564,3026.0,Larceny/Theft,My neighbour took phone
3565,3027.0,Larceny/Theft,My neighbour ran off after taking something
3566,3028.0,Larceny/Theft,My neighbour stole belongings
3567,3029.0,Larceny/Theft,My neighbour robbed me
3568,3030.0,Larceny/Theft,My neighbour laptop stolen
3569,3031.0,Larceny/Theft,My neighbour computer stolen
3570,3032.0,Larceny/Theft,My neighbour took from locked car
3571,3033.0,Larceny/Theft,My neighbour took credit card
3572,3034.0,Larceny/Theft,My neighbour stole wallet
3573,3035.0,Larceny/Theft,My neighbour shoplifting
3574,3036.0,Larceny/Theft,My neighbour shop lifted
3575,3037.0,Larceny/Theft,My neighbour took from store
3576,3038.0,Larceny/Theft,My neighbour stole from mall
3577,3039.0,Larceny/Theft,My neighbour lost it
3578,3040.0,Larceny/Theft,My neighbour stolen bike
3579,3041.0,Larceny/Theft,My neighbour stolen motercycke
3580,3042.0,Larceny/Theft,My neighbour burglar
3581,3043.0,Larceny/Theft,My neighbour robbery
3582,3044.0,Larceny/Theft,My neighbour robbed
3583,3045.0,Larceny/Theft,My neighbour robbing
3584,3046.0,Larceny/Theft,My neighbour robbed me with gun
3585,3047.0,Larceny/Theft,My neighbour robbed me with knife
3586,3048.0,Larceny/Theft,My neighbour pickpocket
3587,3049.0,Larceny/Theft,My friend stole my bike
3588,3050.0,Larceny/Theft,My friend stole a bike
3589,3051.0,Larceny/Theft,My friend bike is gone
3590,3052.0,Larceny/Theft,My friend took bike
3591,3053.0,Larceny/Theft,My friend bike
3592,3054.0,Larceny/Theft,My friend bike lock
3593,3055.0,Larceny/Theft,My friend stealing
3594,3056.0,Larceny/Theft,My friend stole
3595,3057.0,Larceny/Theft,My friend broke
3596,3058.0,Larceny/Theft,My friend theft
3597,3059.0,Larceny/Theft,My friend thief
3598,3060.0,Larceny/Theft,My friend steal
3599,3061.0,Larceny/Theft,My friend took it
3600,3062.0,Larceny/Theft,My friend car stolen
3601,3063.0,Larceny/Theft,My friend car was hijacked
3602,3064.0,Larceny/Theft,My friend alarm in a car is going off
3603,3065.0,Larceny/Theft,My friend car is gone
3604,3066.0,Larceny/Theft,My friend stole car
3605,3067.0,Larceny/Theft,My friend took car
3606,3068.0,Larceny/Theft,My friend car
3607,3069.0,Larceny/Theft,My friend van
3608,3070.0,Larceny/Theft,My friend suv
3609,3071.0,Larceny/Theft,My friend tesla
3610,3072.0,Larceny/Theft,My friend toyota
3611,3073.0,Larceny/Theft,My friend honda
3612,3074.0,Larceny/Theft,My friend bmw
3613,3075.0,Larceny/Theft,My friend mercedes
3614,3076.0,Larceny/Theft,My friend truck
3615,3077.0,Larceny/Theft,My friend lock
3616,3078.0,Larceny/Theft,My friend broke lock
3617,3079.0,Larceny/Theft,My friend opened door
3618,3080.0,Larceny/Theft,My friend Somebody broke into my house
3619,3081.0,Larceny/Theft,My friend break intostole something in my apartment
3620,3082.0,Larceny/Theft,My friend stole something
3621,3083.0,Larceny/Theft,My friend stole something in my condo
3622,3084.0,Larceny/Theft,My friend broke into my apartment
3623,3085.0,Larceny/Theft,My friend broke into my condo
3624,3086.0,Larceny/Theft,My friend breaking into that house
3625,3087.0,Larceny/Theft,My friend breaking into that condo
3626,3088.0,Larceny/Theft,My friend breaking into that apartment
3627,3089.0,Larceny/Theft,My friend house
3628,3090.0,Larceny/Theft,My friend apartment
3629,3091.0,Larceny/Theft,My friend condo
3630,3092.0,Larceny/Theft,My friend stole purse
3631,3093.0,Larceny/Theft,My friend stole money
3632,3094.0,Larceny/Theft,My friend took phone
3633,3095.0,Larceny/Theft,My friend ran off after taking something
3634,3096.0,Larceny/Theft,My friend stole belongings
3635,3097.0,Larceny/Theft,My friend robbed me
3636,3098.0,Larceny/Theft,My friend laptop stolen
3637,3099.0,Larceny/Theft,My friend computer stolen
3638,3100.0,Larceny/Theft,My friend took from locked car
3639,3101.0,Larceny/Theft,My friend took credit card
3640,3102.0,Larceny/Theft,My friend stole wallet
3641,3103.0,Larceny/Theft,My friend shoplifting
3642,3104.0,Larceny/Theft,My friend shop lifted
3643,3105.0,Larceny/Theft,My friend took from store
3644,3106.0,Larceny/Theft,My friend stole from mall
3645,3107.0,Larceny/Theft,My friend lost it
3646,3108.0,Larceny/Theft,My friend stolen bike
3647,3109.0,Larceny/Theft,My friend stolen motercycke
3648,3110.0,Larceny/Theft,My friend burglar
3649,3111.0,Larceny/Theft,My friend robbery
3650,3112.0,Larceny/Theft,My friend robbed
3651,3113.0,Larceny/Theft,My friend robbing
3652,3114.0,Larceny/Theft,My friend robbed me with gun
3653,3115.0,Larceny/Theft,My friend robbed me with knife
3654,3116.0,Larceny/Theft,My friend pickpocket
3655,3117.0,Larceny/Theft,a person stole my bike
3656,3118.0,Larceny/Theft,a person stole a bike
3657,3119.0,Larceny/Theft,a person bike is gone
3658,3120.0,Larceny/Theft,a person took bike
3659,3121.0,Larceny/Theft,a person bike
3660,3122.0,Larceny/Theft,a person bike lock
3661,3123.0,Larceny/Theft,a person stealing
3662,3124.0,Larceny/Theft,a person stole
3663,3125.0,Larceny/Theft,a person broke
3664,3126.0,Larceny/Theft,a person theft
3665,3127.0,Larceny/Theft,a person thief
3666,3128.0,Larceny/Theft,a person steal
3667,3129.0,Larceny/Theft,a person took it
3668,3130.0,Larceny/Theft,a person car stolen
3669,3131.0,Larceny/Theft,a person car was hijacked
3670,3132.0,Larceny/Theft,a person alarm in a car is going off
3671,3133.0,Larceny/Theft,a person car is gone
3672,3134.0,Larceny/Theft,a person stole car
3673,3135.0,Larceny/Theft,a person took car
3674,3136.0,Larceny/Theft,a person car
3675,3137.0,Larceny/Theft,a person van
3676,3138.0,Larceny/Theft,a person suv
3677,3139.0,Larceny/Theft,a person tesla
3678,3140.0,Larceny/Theft,a person toyota
3679,3141.0,Larceny/Theft,a person honda
3680,3142.0,Larceny/Theft,a person bmw
3681,3143.0,Larceny/Theft,a person mercedes
3682,3144.0,Larceny/Theft,a person truck
3683,3145.0,Larceny/Theft,a person lock
3684,3146.0,Larceny/Theft,a person broke lock
3685,3147.0,Larceny/Theft,a person opened door
3686,3148.0,Larceny/Theft,a person Somebody broke into my house
3687,3149.0,Larceny/Theft,a person break intostole something in my apartment
3688,3150.0,Larceny/Theft,a person stole something
3689,3151.0,Larceny/Theft,a person stole something in my condo
3690,3152.0,Larceny/Theft,a person broke into my apartment
3691,3153.0,Larceny/Theft,a person broke into my condo
3692,3154.0,Larceny/Theft,a person breaking into that house
3693,3155.0,Larceny/Theft,a person breaking into that condo
3694,3156.0,Larceny/Theft,a person breaking into that apartment
3695,3157.0,Larceny/Theft,a person house
3696,3158.0,Larceny/Theft,a person apartment
3697,3159.0,Larceny/Theft,a person condo
3698,3160.0,Larceny/Theft,a person stole purse
3699,3161.0,Larceny/Theft,a person stole money
3700,3162.0,Larceny/Theft,a person took phone
3701,3163.0,Larceny/Theft,a person ran off after taking something
3702,3164.0,Larceny/Theft,a person stole belongings
3703,3165.0,Larceny/Theft,a person robbed me
3704,3166.0,Larceny/Theft,a person laptop stolen
3705,3167.0,Larceny/Theft,a person computer stolen
3706,3168.0,Larceny/Theft,a person took from locked car
3707,3169.0,Larceny/Theft,a person took credit card
3708,3170.0,Larceny/Theft,a person stole wallet
3709,3171.0,Larceny/Theft,a person shoplifting
3710,3172.0,Larceny/Theft,a person shop lifted
3711,3173.0,Larceny/Theft,a person took from store
3712,3174.0,Larceny/Theft,a person stole from mall
3713,3175.0,Larceny/Theft,a person lost it
3714,3176.0,Larceny/Theft,a person stolen bike
3715,3177.0,Larceny/Theft,a person stolen motercycke
3716,3178.0,Larceny/Theft,a person burglar
3717,3179.0,Larceny/Theft,a person robbery
3718,3180.0,Larceny/Theft,a person robbed
3719,3181.0,Larceny/Theft,a person robbing
3720,3182.0,Larceny/Theft,a person robbed me with gun
3721,3183.0,Larceny/Theft,a person robbed me with knife
3722,3184.0,Larceny/Theft,a person pickpocket
3723,3185.0,Larceny/Theft,My stole my bike
3724,3186.0,Larceny/Theft,My stole a bike
3725,3187.0,Larceny/Theft,My bike is gone
3726,3188.0,Larceny/Theft,My took bike
3727,3189.0,Larceny/Theft,My bike
3728,3190.0,Larceny/Theft,My bike lock
3729,3191.0,Larceny/Theft,My stealing
3730,3192.0,Larceny/Theft,My stole
3731,3193.0,Larceny/Theft,My broke
3732,3194.0,Larceny/Theft,My theft
3733,3195.0,Larceny/Theft,My thief
3734,3196.0,Larceny/Theft,My steal
3735,3197.0,Larceny/Theft,My took it
3736,3198.0,Larceny/Theft,My car stolen
3737,3199.0,Larceny/Theft,My car was hijacked
3738,3200.0,Larceny/Theft,My alarm in a car is going off
3739,3201.0,Larceny/Theft,My car is gone
3740,3202.0,Larceny/Theft,My stole car
3741,3203.0,Larceny/Theft,My took car
3742,3204.0,Larceny/Theft,My car
3743,3205.0,Larceny/Theft,My van
3744,3206.0,Larceny/Theft,My suv
3745,3207.0,Larceny/Theft,My tesla
3746,3208.0,Larceny/Theft,My toyota
3747,3209.0,Larceny/Theft,My honda
3748,3210.0,Larceny/Theft,My bmw
3749,3211.0,Larceny/Theft,My mercedes
3750,3212.0,Larceny/Theft,My truck
3751,3213.0,Larceny/Theft,My lock
3752,3214.0,Larceny/Theft,My broke lock
3753,3215.0,Larceny/Theft,My opened door
3754,3216.0,Larceny/Theft,My Somebody broke into my house
3755,3217.0,Larceny/Theft,My break intostole something in my apartment
3756,3218.0,Larceny/Theft,My stole something
3757,3219.0,Larceny/Theft,My stole something in my condo
3758,3220.0,Larceny/Theft,My broke into my apartment
3759,3221.0,Larceny/Theft,My broke into my condo
3760,3222.0,Larceny/Theft,My breaking into that house
3761,3223.0,Larceny/Theft,My breaking into that condo
3762,3224.0,Larceny/Theft,My breaking into that apartment
3763,3225.0,Larceny/Theft,My house
3764,3226.0,Larceny/Theft,My apartment
3765,3227.0,Larceny/Theft,My condo
3766,3228.0,Larceny/Theft,My stole purse
3767,3229.0,Larceny/Theft,My stole money
3768,3230.0,Larceny/Theft,My took phone
3769,3231.0,Larceny/Theft,My ran off after taking something
3770,3232.0,Larceny/Theft,My stole belongings
3771,3233.0,Larceny/Theft,My robbed me
3772,3234.0,Larceny/Theft,My laptop stolen
3773,3235.0,Larceny/Theft,My computer stolen
3774,3236.0,Larceny/Theft,My took from locked car
3775,3237.0,Larceny/Theft,My took credit card
3776,3238.0,Larceny/Theft,My stole wallet
3777,3239.0,Larceny/Theft,My shoplifting
3778,3240.0,Larceny/Theft,My shop lifted
3779,3241.0,Larceny/Theft,My took from store
3780,3242.0,Larceny/Theft,My stole from mall
3781,3243.0,Larceny/Theft,My lost it
3782,3244.0,Larceny/Theft,My stolen bike
3783,3245.0,Larceny/Theft,My stolen motercycke
3784,3246.0,Larceny/Theft,My burglar
3785,3247.0,Larceny/Theft,My robbery
3786,3248.0,Larceny/Theft,My robbed
3787,3249.0,Larceny/Theft,My robbing
3788,3250.0,Larceny/Theft,My robbed me with gun
3789,3251.0,Larceny/Theft,My robbed me with knife
3790,3252.0,Larceny/Theft,My pickpocket
3791,3253.0,Larceny/Theft,I stole my bike
3792,3254.0,Larceny/Theft,I stole a bike
3793,3255.0,Larceny/Theft,I bike is gone
3794,3256.0,Larceny/Theft,I took bike
3795,3257.0,Larceny/Theft,I bike
3796,3258.0,Larceny/Theft,I bike lock
3797,3259.0,Larceny/Theft,I stealing
3798,3260.0,Larceny/Theft,I stole
3799,3261.0,Larceny/Theft,I broke
3800,3262.0,Larceny/Theft,I theft
3801,3263.0,Larceny/Theft,I thief
3802,3264.0,Larceny/Theft,I steal
3803,3265.0,Larceny/Theft,I took it
3804,3266.0,Larceny/Theft,I car stolen
3805,3267.0,Larceny/Theft,I car was hijacked
3806,3268.0,Larceny/Theft,I alarm in a car is going off
3807,3269.0,Larceny/Theft,I car is gone
3808,3270.0,Larceny/Theft,I stole car
3809,3271.0,Larceny/Theft,I took car
3810,3272.0,Larceny/Theft,I car
3811,3273.0,Larceny/Theft,I van
3812,3274.0,Larceny/Theft,I suv
3813,3275.0,Larceny/Theft,I tesla
3814,3276.0,Larceny/Theft,I toyota
3815,3277.0,Larceny/Theft,I honda
3816,3278.0,Larceny/Theft,I bmw
3817,3279.0,Larceny/Theft,I mercedes
3818,3280.0,Larceny/Theft,I truck
3819,3281.0,Larceny/Theft,I lock
3820,3282.0,Larceny/Theft,I broke lock
3821,3283.0,Larceny/Theft,I opened door
3822,3284.0,Larceny/Theft,I Somebody broke into my house
3823,3285.0,Larceny/Theft,I break intostole something in my apartment
3824,3286.0,Larceny/Theft,I stole something
3825,3287.0,Larceny/Theft,I stole something in my condo
3826,3288.0,Larceny/Theft,I broke into my apartment
3827,3289.0,Larceny/Theft,I broke into my condo
3828,3290.0,Larceny/Theft,I breaking into that house
3829,3291.0,Larceny/Theft,I breaking into that condo
3830,3292.0,Larceny/Theft,I breaking into that apartment
3831,3293.0,Larceny/Theft,I house
3832,3294.0,Larceny/Theft,I apartment
3833,3295.0,Larceny/Theft,I condo
3834,3296.0,Larceny/Theft,I stole purse
3835,3297.0,Larceny/Theft,I stole money
3836,3298.0,Larceny/Theft,I took phone
3837,3299.0,Larceny/Theft,I ran off after taking something
3838,3300.0,Larceny/Theft,I stole belongings
3839,3301.0,Larceny/Theft,I robbed me
3840,3302.0,Larceny/Theft,I laptop stolen
3841,3303.0,Larceny/Theft,I computer stolen
3842,3304.0,Larceny/Theft,I took from locked car
3843,3305.0,Larceny/Theft,I took credit card
3844,3306.0,Larceny/Theft,I stole wallet
3845,3307.0,Larceny/Theft,I shoplifting
3846,3308.0,Larceny/Theft,I shop lifted
3847,3309.0,Larceny/Theft,I took from store
3848,3310.0,Larceny/Theft,I stole from mall
3849,3311.0,Larceny/Theft,I lost it
3850,3312.0,Larceny/Theft,I stolen bike
3851,3313.0,Larceny/Theft,I stolen motercycke
3852,3314.0,Larceny/Theft,I burglar
3853,3315.0,Larceny/Theft,I robbery
3854,3316.0,Larceny/Theft,I robbed
3855,3317.0,Larceny/Theft,I robbing
3856,3318.0,Larceny/Theft,I robbed me with gun
3857,3319.0,Larceny/Theft,I robbed me with knife
3858,3320.0,Larceny/Theft,I pickpocket
3859,3321.0,Larceny/Theft,We stole my bike
3860,3322.0,Larceny/Theft,We stole a bike
3861,3323.0,Larceny/Theft,We bike is gone
3862,3324.0,Larceny/Theft,We took bike
3863,3325.0,Larceny/Theft,We bike
3864,3326.0,Larceny/Theft,We bike lock
3865,3327.0,Larceny/Theft,We stealing
3866,3328.0,Larceny/Theft,We stole
3867,3329.0,Larceny/Theft,We broke
3868,3330.0,Larceny/Theft,We theft
3869,3331.0,Larceny/Theft,We thief
3870,3332.0,Larceny/Theft,We steal
3871,3333.0,Larceny/Theft,We took it
3872,3334.0,Larceny/Theft,We car stolen
3873,3335.0,Larceny/Theft,We car was hijacked
3874,3336.0,Larceny/Theft,We alarm in a car is going off
3875,3337.0,Larceny/Theft,We car is gone
3876,3338.0,Larceny/Theft,We stole car
3877,3339.0,Larceny/Theft,We took car
3878,3340.0,Larceny/Theft,We car
3879,3341.0,Larceny/Theft,We van
3880,3342.0,Larceny/Theft,We suv
3881,3343.0,Larceny/Theft,We tesla
3882,3344.0,Larceny/Theft,We toyota
3883,3345.0,Larceny/Theft,We honda
3884,3346.0,Larceny/Theft,We bmw
3885,3347.0,Larceny/Theft,We mercedes
3886,3348.0,Larceny/Theft,We truck
3887,3349.0,Larceny/Theft,We lock
3888,3350.0,Larceny/Theft,We broke lock
3889,3351.0,Larceny/Theft,We opened door
3890,3352.0,Larceny/Theft,We Somebody broke into my house
3891,3353.0,Larceny/Theft,We break intostole something in my apartment
3892,3354.0,Larceny/Theft,We stole something
3893,3355.0,Larceny/Theft,We stole something in my condo
