,category,message
2453,Larceny/Theft,She car is gone
2454,Larceny/Theft,She stole car
2455,Larceny/Theft,She took car
2456,Larceny/Theft,She car
2457,Larceny/Theft,She van
2458,Larceny/Theft,She suv
2459,Larceny/Theft,She tesla
2460,Larceny/Theft,She toyota
2461,Larceny/Theft,She honda
2462,Larceny/Theft,She bmw
2463,Larceny/Theft,She mercedes
2464,Larceny/Theft,She truck
2465,Larceny/Theft,She lock
2466,Larceny/Theft,She broke lock
2467,Larceny/Theft,She opened door
2468,Larceny/Theft,She Somebody broke into my house
2469,Larceny/Theft,She break intostole something in my apartment
2470,Larceny/Theft,She stole something
2471,Larceny/Theft,She stole something in my condo
2472,Larceny/Theft,She broke into my apartment
2473,Larceny/Theft,She broke into my condo
2474,Larceny/Theft,She breaking into that house
2475,Larceny/Theft,She breaking into that condo
2476,Larceny/Theft,She breaking into that apartment
2477,Larceny/Theft,She house
2478,Larceny/Theft,She apartment
2479,Larceny/Theft,She condo
2480,Larceny/Theft,She stole purse
2481,Larceny/Theft,She stole money
2482,Larceny/Theft,She took phone
2483,Larceny/Theft,She ran off after taking something
2484,Larceny/Theft,She stole belongings
2485,Larceny/Theft,She robbed me
2486,Larceny/Theft,She laptop stolen
2487,Larceny/Theft,She computer stolen
2488,Larceny/Theft,She took from locked car
2489,Larceny/Theft,She took credit card
2490,Larceny/Theft,She stole wallet
2491,Larceny/Theft,She shoplifting
2492,Larceny/Theft,She shop lifted
2493,Larceny/Theft,She took from store
2494,Larceny/Theft,She stole from mall
2495,Larceny/Theft,She lost it
2496,Larceny/Theft,She stolen bike
2497,Larceny/Theft,She stolen motercycke
2498,Larceny/Theft,She burglar
2499,Larceny/Theft,She robbery
2500,Larceny/Theft,She robbed
2501,Larceny/Theft,She robbing
2502,Larceny/Theft,She robbed me with gun
2503,Larceny/Theft,She robbed me with knife
2504,Larceny/Theft,She pickpocket
2505,Larceny/Theft,They stole my bike
2506,Larceny/Theft,They stole a bike
2507,Larceny/Theft,They bike is gone
2508,Larceny/Theft,They took bike
2509,Larceny/Theft,They bike
2510,Larceny/Theft,They bike lock
2511,Larceny/Theft,They stealing
2512,Larceny/Theft,They stole
2513,Larceny/Theft,They broke
2514,Larceny/Theft,They theft
2515,Larceny/Theft,They thief
2516,Larceny/Theft,They steal
2517,Larceny/Theft,They took it
2518,Larceny/Theft,They car stolen
2519,Larceny/Theft,They car was hijacked
2520,Larceny/Theft,They alarm in a car is going off
2521,Larceny/Theft,They car is gone
2522,Larceny/Theft,They stole car
2523,Larceny/Theft,They took car
2524,Larceny/Theft,They car
2525,Larceny/Theft,They van
2526,Larceny/Theft,They suv
2527,Larceny/Theft,They tesla
2528,Larceny/Theft,They toyota
2529,Larceny/Theft,They honda
2530,Larceny/Theft,They bmw
2531,Larceny/Theft,They mercedes
2532,Larceny/Theft,They truck
2533,Larceny/Theft,They lock
2534,Larceny/Theft,They broke lock
2535,Larceny/Theft,They opened door
2536,Larceny/Theft,They Somebody broke into my house
2537,Larceny/Theft,They break intostole something in my apartment
2538,Larceny/Theft,They stole something
2539,Larceny/Theft,They stole something in my condo
2540,Larceny/Theft,They broke into my apartment
2541,Larceny/Theft,They broke into my condo
2542,Larceny/Theft,They breaking into that house
2543,Larceny/Theft,They breaking into that condo
2544,Larceny/Theft,They breaking into that apartment
2545,Larceny/Theft,They house
2546,Larceny/Theft,They apartment
2547,Larceny/Theft,They condo
2548,Larceny/Theft,They stole purse
2549,Larceny/Theft,They stole money
2550,Larceny/Theft,They took phone
2551,Larceny/Theft,They ran off after taking something
2552,Larceny/Theft,They stole belongings
2553,Larceny/Theft,They robbed me
2554,Larceny/Theft,They laptop stolen
2555,Larceny/Theft,They computer stolen
2556,Larceny/Theft,They took from locked car
2557,Larceny/Theft,They took credit card
2558,Larceny/Theft,They stole wallet
2559,Larceny/Theft,They shoplifting
2560,Larceny/Theft,They shop lifted
2561,Larceny/Theft,They took from store
2562,Larceny/Theft,They stole from mall
2563,Larceny/Theft,They lost it
2564,Larceny/Theft,They stolen bike
2565,Larceny/Theft,They stolen motercycke
2566,Larceny/Theft,They burglar
2567,Larceny/Theft,They robbery
2568,Larceny/Theft,They robbed
2569,Larceny/Theft,They robbing
2570,Larceny/Theft,They robbed me with gun
2571,Larceny/Theft,They robbed me with knife
2572,Larceny/Theft,They pickpocket
2573,Larceny/Theft,Us stole my bike
2574,Larceny/Theft,Us stole a bike
2575,Larceny/Theft,Us bike is gone
2576,Larceny/Theft,Us took bike
2577,Larceny/Theft,Us bike
2578,Larceny/Theft,Us bike lock
2579,Larceny/Theft,Us stealing
2580,Larceny/Theft,Us stole
2581,Larceny/Theft,Us broke
2582,Larceny/Theft,Us theft
2583,Larceny/Theft,Us thief
2584,Larceny/Theft,Us steal
2585,Larceny/Theft,Us took it
2586,Larceny/Theft,Us car stolen
2587,Larceny/Theft,Us car was hijacked
2588,Larceny/Theft,Us alarm in a car is going off
2589,Larceny/Theft,Us car is gone
2590,Larceny/Theft,Us stole car
2591,Larceny/Theft,Us took car
2592,Larceny/Theft,Us car
2593,Larceny/Theft,Us van
2594,Larceny/Theft,Us suv
2595,Larceny/Theft,Us tesla
2596,Larceny/Theft,Us toyota
2597,Larceny/Theft,Us honda
2598,Larceny/Theft,Us bmw
2599,Larceny/Theft,Us mercedes
2600,Larceny/Theft,Us truck
2601,Larceny/Theft,Us lock
2602,Larceny/Theft,Us broke lock
2603,Larceny/Theft,Us opened door
2604,Larceny/Theft,Us Somebody broke into my house
2605,Larceny/Theft,Us break intostole something in my apartment
2606,Larceny/Theft,Us stole something
2607,Larceny/Theft,Us stole something in my condo
2608,Larceny/Theft,Us broke into my apartment
2609,Larceny/Theft,Us broke into my condo
2610,Larceny/Theft,Us breaking into that house
2611,Larceny/Theft,Us breaking into that condo
2612,Larceny/Theft,Us breaking into that apartment
2613,Larceny/Theft,Us house
2614,Larceny/Theft,Us apartment
2615,Larceny/Theft,Us condo
2616,Larceny/Theft,Us stole purse
2617,Larceny/Theft,Us stole money
2618,Larceny/Theft,Us took phone
2619,Larceny/Theft,Us ran off after taking something
2620,Larceny/Theft,Us stole belongings
2621,Larceny/Theft,Us robbed me
2622,Larceny/Theft,Us laptop stolen
2623,Larceny/Theft,Us computer stolen
2624,Larceny/Theft,Us took from locked car
2625,Larceny/Theft,Us took credit card
2626,Larceny/Theft,Us stole wallet
2627,Larceny/Theft,Us shoplifting
2628,Larceny/Theft,Us shop lifted
2629,Larceny/Theft,Us took from store
2630,Larceny/Theft,Us stole from mall
2631,Larceny/Theft,Us lost it
2632,Larceny/Theft,Us stolen bike
2633,Larceny/Theft,Us stolen motercycke
2634,Larceny/Theft,Us burglar
2635,Larceny/Theft,Us robbery
2636,Larceny/Theft,Us robbed
2637,Larceny/Theft,Us robbing
2638,Larceny/Theft,Us robbed me with gun
2639,Larceny/Theft,Us robbed me with knife
2640,Larceny/Theft,Us pickpocket
2641,Larceny/Theft,A guy stole my bike
2642,Larceny/Theft,A guy stole a bike
2643,Larceny/Theft,A guy bike is gone
2644,Larceny/Theft,A guy took bike
2645,Larceny/Theft,A guy bike
2646,Larceny/Theft,A guy bike lock
2647,Larceny/Theft,A guy stealing
2648,Larceny/Theft,A guy stole
2649,Larceny/Theft,A guy broke
2650,Larceny/Theft,A guy theft
2651,Larceny/Theft,A guy thief
2652,Larceny/Theft,A guy steal
2653,Larceny/Theft,A guy took it
2654,Larceny/Theft,A guy car stolen
2655,Larceny/Theft,A guy car was hijacked
2656,Larceny/Theft,A guy alarm in a car is going off
2657,Larceny/Theft,A guy car is gone
2658,Larceny/Theft,A guy stole car
2659,Larceny/Theft,A guy took car
2660,Larceny/Theft,A guy car
2661,Larceny/Theft,A guy van
2662,Larceny/Theft,A guy suv
2663,Larceny/Theft,A guy tesla
2664,Larceny/Theft,A guy toyota
2665,Larceny/Theft,A guy honda
2666,Larceny/Theft,A guy bmw
2667,Larceny/Theft,A guy mercedes
2668,Larceny/Theft,A guy truck
2669,Larceny/Theft,A guy lock
2670,Larceny/Theft,A guy broke lock
2671,Larceny/Theft,A guy opened door
2672,Larceny/Theft,A guy Somebody broke into my house
2673,Larceny/Theft,A guy break intostole something in my apartment
2674,Larceny/Theft,A guy stole something
2675,Larceny/Theft,A guy stole something in my condo
2676,Larceny/Theft,A guy broke into my apartment
2677,Larceny/Theft,A guy broke into my condo
2678,Larceny/Theft,A guy breaking into that house
2679,Larceny/Theft,A guy breaking into that condo
2680,Larceny/Theft,A guy breaking into that apartment
2681,Larceny/Theft,A guy house
2682,Larceny/Theft,A guy apartment
2683,Larceny/Theft,A guy condo
2684,Larceny/Theft,A guy stole purse
2685,Larceny/Theft,A guy stole money
2686,Larceny/Theft,A guy took phone
2687,Larceny/Theft,A guy ran off after taking something
2688,Larceny/Theft,A guy stole belongings
2689,Larceny/Theft,A guy robbed me
2690,Larceny/Theft,A guy laptop stolen
2691,Larceny/Theft,A guy computer stolen
2692,Larceny/Theft,A guy took from locked car
2693,Larceny/Theft,A guy took credit card
2694,Larceny/Theft,A guy stole wallet
2695,Larceny/Theft,A guy shoplifting
2696,Larceny/Theft,A guy shop lifted
2697,Larceny/Theft,A guy took from store
2698,Larceny/Theft,A guy stole from mall
2699,Larceny/Theft,A guy lost it
2700,Larceny/Theft,A guy stolen bike
2701,Larceny/Theft,A guy stolen motercycke
2702,Larceny/Theft,A guy burglar
2703,Larceny/Theft,A guy robbery
2704,Larceny/Theft,A guy robbed
2705,Larceny/Theft,A guy robbing
2706,Larceny/Theft,A guy robbed me with gun
2707,Larceny/Theft,A guy robbed me with knife
2708,Larceny/Theft,A guy pickpocket
2709,Larceny/Theft,A girl stole my bike
2710,Larceny/Theft,A girl stole a bike
2711,Larceny/Theft,A girl bike is gone
2712,Larceny/Theft,A girl took bike
2713,Larceny/Theft,A girl bike
2714,Larceny/Theft,A girl bike lock
2715,Larceny/Theft,A girl stealing
2716,Larceny/Theft,A girl stole
2717,Larceny/Theft,A girl broke
2718,Larceny/Theft,A girl theft
2719,Larceny/Theft,A girl thief
2720,Larceny/Theft,A girl steal
2721,Larceny/Theft,A girl took it
2722,Larceny/Theft,A girl car stolen
2723,Larceny/Theft,A girl car was hijacked
2724,Larceny/Theft,A girl alarm in a car is going off
2725,Larceny/Theft,A girl car is gone
2726,Larceny/Theft,A girl stole car
2727,Larceny/Theft,A girl took car
2728,Larceny/Theft,A girl car
2729,Larceny/Theft,A girl van
2730,Larceny/Theft,A girl suv
2731,Larceny/Theft,A girl tesla
2732,Larceny/Theft,A girl toyota
2733,Larceny/Theft,A girl honda
2734,Larceny/Theft,A girl bmw
2735,Larceny/Theft,A girl mercedes
2736,Larceny/Theft,A girl truck
2737,Larceny/Theft,A girl lock
2738,Larceny/Theft,A girl broke lock
2739,Larceny/Theft,A girl opened door
2740,Larceny/Theft,A girl Somebody broke into my house
2741,Larceny/Theft,A girl break intostole something in my apartment
2742,Larceny/Theft,A girl stole something
2743,Larceny/Theft,A girl stole something in my condo
2744,Larceny/Theft,A girl broke into my apartment
2745,Larceny/Theft,A girl broke into my condo
2746,Larceny/Theft,A girl breaking into that house
2747,Larceny/Theft,A girl breaking into that condo
2748,Larceny/Theft,A girl breaking into that apartment
2749,Larceny/Theft,A girl house
2750,Larceny/Theft,A girl apartment
2751,Larceny/Theft,A girl condo
2752,Larceny/Theft,A girl stole purse
2753,Larceny/Theft,A girl stole money
2754,Larceny/Theft,A girl took phone
2755,Larceny/Theft,A girl ran off after taking something
2756,Larceny/Theft,A girl stole belongings
2757,Larceny/Theft,A girl robbed me
2758,Larceny/Theft,A girl laptop stolen
2759,Larceny/Theft,A girl computer stolen
2760,Larceny/Theft,A girl took from locked car
2761,Larceny/Theft,A girl took credit card
2762,Larceny/Theft,A girl stole wallet
2763,Larceny/Theft,A girl shoplifting
2764,Larceny/Theft,A girl shop lifted
2765,Larceny/Theft,A girl took from store
2766,Larceny/Theft,A girl stole from mall
2767,Larceny/Theft,A girl lost it
2768,Larceny/Theft,A girl stolen bike
2769,Larceny/Theft,A girl stolen motercycke
2770,Larceny/Theft,A girl burglar
2771,Larceny/Theft,A girl robbery
2772,Larceny/Theft,A girl robbed
2773,Larceny/Theft,A girl robbing
2774,Larceny/Theft,A girl robbed me with gun
2775,Larceny/Theft,A girl robbed me with knife
2776,Larceny/Theft,A girl pickpocket
2777,Larceny/Theft,A man stole my bike
2778,Larceny/Theft,A man stole a bike
2779,Larceny/Theft,A man bike is gone
2780,Larceny/Theft,A man took bike
2781,Larceny/Theft,A man bike
2782,Larceny/Theft,A man bike lock
2783,Larceny/Theft,A man stealing
2784,Larceny/Theft,A man stole
2785,Larceny/Theft,A man broke
2786,Larceny/Theft,A man theft
2787,Larceny/Theft,A man thief
2788,Larceny/Theft,A man steal
2789,Larceny/Theft,A man took it
2790,Larceny/Theft,A man car stolen
2791,Larceny/Theft,A man car was hijacked
2792,Larceny/Theft,A man alarm in a car is going off
2793,Larceny/Theft,A man car is gone
2794,Larceny/Theft,A man stole car
2795,Larceny/Theft,A man took car
2796,Larceny/Theft,A man car
2797,Larceny/Theft,A man van
2798,Larceny/Theft,A man suv
2799,Larceny/Theft,A man tesla
2800,Larceny/Theft,A man toyota
2801,Larceny/Theft,A man honda
2802,Larceny/Theft,A man bmw
2803,Larceny/Theft,A man mercedes
2804,Larceny/Theft,A man truck
2805,Larceny/Theft,A man lock
2806,Larceny/Theft,A man broke lock
2807,Larceny/Theft,A man opened door
2808,Larceny/Theft,A man Somebody broke into my house
2809,Larceny/Theft,A man break intostole something in my apartment
2810,Larceny/Theft,A man stole something
2811,Larceny/Theft,A man stole something in my condo
2812,Larceny/Theft,A man broke into my apartment
2813,Larceny/Theft,A man broke into my condo
2814,Larceny/Theft,A man breaking into that house
2815,Larceny/Theft,A man breaking into that condo
2816,Larceny/Theft,A man breaking into that apartment
2817,Larceny/Theft,A man house
2818,Larceny/Theft,A man apartment
2819,Larceny/Theft,A man condo
2820,Larceny/Theft,A man stole purse
2821,Larceny/Theft,A man stole money
2822,Larceny/Theft,A man took phone
2823,Larceny/Theft,A man ran off after taking something
2824,Larceny/Theft,A man stole belongings
2825,Larceny/Theft,A man robbed me
2826,Larceny/Theft,A man laptop stolen
2827,Larceny/Theft,A man computer stolen
2828,Larceny/Theft,A man took from locked car
2829,Larceny/Theft,A man took credit card
2830,Larceny/Theft,A man stole wallet
2831,Larceny/Theft,A man shoplifting
2832,Larceny/Theft,A man shop lifted
2833,Larceny/Theft,A man took from store
2834,Larceny/Theft,A man stole from mall
2835,Larceny/Theft,A man lost it
2836,Larceny/Theft,A man stolen bike
2837,Larceny/Theft,A man stolen motercycke
2838,Larceny/Theft,A man burglar
2839,Larceny/Theft,A man robbery
2840,Larceny/Theft,A man robbed
2841,Larceny/Theft,A man robbing
2842,Larceny/Theft,A man robbed me with gun
2843,Larceny/Theft,A man robbed me with knife
2844,Larceny/Theft,A man pickpocket
2845,Larceny/Theft,A woman stole my bike
2846,Larceny/Theft,A woman stole a bike
2847,Larceny/Theft,A woman bike is gone
2848,Larceny/Theft,A woman took bike
2849,Larceny/Theft,A woman bike
2850,Larceny/Theft,A woman bike lock
2851,Larceny/Theft,A woman stealing
2852,Larceny/Theft,A woman stole
2853,Larceny/Theft,A woman broke
2854,Larceny/Theft,A woman theft
2855,Larceny/Theft,A woman thief
2856,Larceny/Theft,A woman steal
2857,Larceny/Theft,A woman took it
2858,Larceny/Theft,A woman car stolen
2859,Larceny/Theft,A woman car was hijacked
2860,Larceny/Theft,A woman alarm in a car is going off
2861,Larceny/Theft,A woman car is gone
2862,Larceny/Theft,A woman stole car
2863,Larceny/Theft,A woman took car
2864,Larceny/Theft,A woman car
2865,Larceny/Theft,A woman van
2866,Larceny/Theft,A woman suv
2867,Larceny/Theft,A woman tesla
2868,Larceny/Theft,A woman toyota
2869,Larceny/Theft,A woman honda
2870,Larceny/Theft,A woman bmw
2871,Larceny/Theft,A woman mercedes
2872,Larceny/Theft,A woman truck
2873,Larceny/Theft,A woman lock
2874,Larceny/Theft,A woman broke lock
2875,Larceny/Theft,A woman opened door
2876,Larceny/Theft,A woman Somebody broke into my house
2877,Larceny/Theft,A woman break intostole something in my apartment
2878,Larceny/Theft,A woman stole something
2879,Larceny/Theft,A woman stole something in my condo
2880,Larceny/Theft,A woman broke into my apartment
2881,Larceny/Theft,A woman broke into my condo
2882,Larceny/Theft,A woman breaking into that house
2883,Larceny/Theft,A woman breaking into that condo
2884,Larceny/Theft,A woman breaking into that apartment
2885,Larceny/Theft,A woman house
2886,Larceny/Theft,A woman apartment
2887,Larceny/Theft,A woman condo
2888,Larceny/Theft,A woman stole purse
